freq,c_resid,terrtypo,nace_r2,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.17 	40.88 	-3.72 	-2.55 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RS1	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.59 	42.62 	-0.18 	5.91 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	51.29 	56.46 	22.11 	9.05 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.46 	42.44 	-0.49 	5.86 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RS2	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.06 	40.7 	-4.08 	-3.44 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.01 	58.14 	-0.94 	0.95 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.12 	21.57 	-8.56 	-10.22 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE	: 	0.91 	3.79 	3.65 	1.4 	0.85 	4.63 	3.25 	-25.28 	22.08 	12.11 	-2.83 	-1.5 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE1	: 	0.77 	2.46 	6.95 	-1.79 	-0.59 	-1.33 	1.94 	-10.92 	13.8 	7.26 	-0.86 	-3.4 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE11	: 	-3.35 	2.44 	10.98 	-5.03 	-2.29 	3.97 	5.57 	-5.17 	15.22 	10.89 	-4.58 	-0.35 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE12	: 	2.83 	2.47 	5.06 	-0.18 	0.2 	-3.77 	0.14 	-13.93 	12.98 	5.12 	1.45 	-5.19 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE2	: 	2.89 	4.18 	4.06 	1.13 	1.05 	2.82 	4.25 	-25.12 	26.9 	10.19 	-1.52 	-1.16 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE21	: 	1.34 	2.19 	6.13 	4.15 	2.84 	-0.37 	3.06 	-27.87 	42.2 	5.76 	-2.18 	-1.58 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE22	: 	1.45 	7.01 	3.37 	3.8 	-3.33 	8.03 	3.69 	-16.93 	17.17 	8.04 	-1.86 	0.84 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE23	: 	4.69 	4.17 	3.03 	-2.24 	2.05 	2.58 	5.39 	-27.43 	22.06 	14.98 	-0.86 	-1.9 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE3	: 	-1.77 	3.65 	2.05 	2.82 	1.02 	9.03 	2.24 	-29.41 	17.83 	16.76 	-5.39 	-1.42 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE31	: 	-3.91 	5.52 	-0.87 	2.32 	-0.21 	10.86 	0.32 	-31.31 	13.72 	22.32 	-6.04 	-1.56 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE32	: 	1.23 	6.79 	6.72 	1.53 	-0.88 	11.54 	7.42 	-20.52 	20.56 	0.85 	-6.06 	-6.32 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SE33	: 	0.89 	-4.94 	4.85 	5.88 	6.69 	1.51 	1.01 	-36.11 	25.52 	27.34 	-2.86 	4.94 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SI	: 	-0.15 	-1.67 	-1.15 	7.82 	10.34 	: 	: 	-29.5 	14.86 	29.09 	-0.28 	3.36 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SI0	: 	-0.15 	-1.67 	-1.15 	7.82 	10.34 	: 	: 	-29.5 	14.86 	29.09 	-0.28 	3.36 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SI03	: 	-1.36 	-1.09 	2.63 	5.44 	5.24 	: 	: 	-26.85 	14.41 	21.47 	-2.53 	4.98 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SI04	: 	1.97 	-2.63 	-7.64 	12.36 	19.48 	: 	: 	-32.74 	15.45 	39.1 	2.3 	1.6 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SK	: 	4.91 	-7.47 	8.9 	17.02 	3.5 	5.51 	16.77 	-35.5 	-21.01 	-35.16 	169.4 	2.21 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SK0	: 	4.91 	-7.47 	8.9 	17.02 	3.5 	5.51 	16.77 	-35.5 	-21.01 	-35.16 	169.4 	2.21 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SK01	: 	-5.95 	21.02 	-35.15 	32.51 	11.35 	-4.82 	3.7 	-44.48 	-10.97 	2913.08 	-92.47 	9.27 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SK02	: 	-2.69 	-2.32 	12.67 	15.04 	5.38 	2.61 	19.03 	-46.07 	-13.54 	-72.93 	498.2 	2.85 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SK03	: 	5.39 	-10.45 	10.46 	14.89 	3.62 	7.51 	15.32 	-31.62 	-22.23 	-83.24 	941.9 	1.56 
A,TOTAL,DEG3,I551-I553,PCH_PRE,SK04	: 	8.62 	-7.33 	8.27 	20.09 	2.12 	4.86 	18.2 	-35.11 	-22.62 	-71.21 	518.78 	2.44 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UK	: 	: 	: 	1.58 	6.47 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKC	: 	: 	: 	: 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKC2	: 	: 	: 	: 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKD	: 	: 	: 	: 	2.98 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKD1	: 	: 	: 	: 	3.01 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKD4	: 	: 	: 	: 	1.69 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKE	: 	: 	: 	: 	-1.09 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKE2	: 	: 	: 	: 	-1.09 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKF	: 	: 	: 	: 	-0.92 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKF1	: 	: 	: 	: 	-2.1 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKF2	: 	: 	: 	: 	3.82 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKF3	: 	: 	: 	: 	-1.4 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKG	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKG1	: 	: 	: 	: 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKG2	: 	: 	: 	: 	-1.2 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKH	: 	: 	: 	: 	3.36 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKH1	: 	: 	: 	: 	3.38 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKH3	: 	: 	: 	: 	1.69 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKJ	: 	: 	: 	: 	-6.4 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKJ1	: 	: 	: 	: 	-88.33 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKJ2	: 	: 	: 	: 	-3.42 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKK	: 	: 	: 	: 	1.92 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKK1	: 	: 	: 	: 	20.54 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKK2	: 	: 	: 	: 	3.53 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKK3	: 	: 	: 	: 	1.69 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKK4	: 	: 	: 	: 	-2.25 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKL	: 	: 	: 	: 	3.4 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKL1	: 	: 	: 	: 	4.94 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKL2	: 	: 	: 	: 	-6.01 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKM	: 	: 	: 	: 	27.81 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKM5	: 	: 	: 	: 	-7.76 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKM6	: 	: 	: 	: 	127.67 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKN	: 	: 	: 	: 	1.42 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,UKN0	: 	: 	: 	: 	1.42 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	145756 
A,TOTAL,DEG3,I552,NR,AT	15036276 b	15364439 	15545298 	16078655 	17086409 	18102219 	19034979 	19546608 	14608608 	10632748 	19063515 	22646067 	21938645 
A,TOTAL,DEG3,I552,NR,BE	3636026 b	3653304 	3646004 	5197261 	5506869 	4895885 	5033905 	5549716 	2952593 	4333834 	6098628 	6207608 	6102216 
A,TOTAL,DEG3,I552,NR,BG	832255 b	924348 	970041 	987535 	971141 	994455 	1075921 	1139552 	743345 	872034 	1003032 	1118325 	1066811 
A,TOTAL,DEG3,I552,NR,CH	: 	: 	: 	: 	8984103 	9713875 	8419341 	8392326 	: 	7207645 	8134601 	8268065 	8074642 
A,TOTAL,DEG3,I552,NR,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,TOTAL,DEG3,I552,NR,CZ	5998030 b	5733108 	5570901 	6318016 	6335839 	6388423 	6733903 	7023150 	5310764 	4624036 	5970840 	5832777 	5664744 
A,TOTAL,DEG3,I552,NR,DE	42700839 b	42062539 	42690357 	43561954 	44574608 	45522604 	48350594 	50962057 	34115799 	34883480 	46976213 	47764926 	45967122 
A,TOTAL,DEG3,I552,NR,DK	4025391 b	3881963 	3824874 	3952817 	4218832 	4217537 	4175310 	4331751 	3178416 	3751552 	5047943 	5192642 	5214222 
A,TOTAL,DEG3,I552,NR,EA	204282670 e	207497886 	213296019 	223120524 	230163560 	218049033 e	224564308 e	233881877 	147605259 	169600406 	237662570 	272607219 	272382216 
A,TOTAL,DEG3,I552,NR,EA19	: 	: 	: 	223120524 	230163560 	218049033 e	224564308 e	233881877 	147605259 	169600406 	237662570 	: 	: 
A,TOTAL,DEG3,I552,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	262462895 	272607219 	272382216 
A,TOTAL,DEG3,I552,NR,EE	483465 b	500818 	512014 	513876 	604323 	563201 	616169 	663837 	498348 	564518 	651569 	654325 	616120 
A,TOTAL,DEG3,I552,NR,EL	15079507 b	16363655 	21253651 	23425052 	23648368 	24724776 	26226896 	26979606 	5857384 	11901605 	24016893 	27276264 	27960110 
A,TOTAL,DEG3,I552,NR,ES	23289101 b	23515848 	25102312 	26202571 	28362683 	17137335 	16962263 	17023196 	8507943 	14082361 	19153482 	19267356 	19554510 
A,TOTAL,DEG3,I552,NR,EU25	: 	: 	263684716 	281973482 	292614534 	281592033 e	290731260 e	302177349 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,NR,EU27_2007	259813549 e	259852884 	265992425 	284573357 	295411711 	284786669 e	294356095 e	306110527 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,NR,EU27_2020	255822349 e	258245712 	265664784 	278362136 	290352453 	280400263 e	285439286 e	296321854 	187260467 	219598150 	297223496 	307249895 	307174710 
A,TOTAL,DEG3,I552,NR,EU28	278163742 e	278903712 	286060844 	306548538 	320383036 	312749907 e	318431384 e	330503487 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,NR,FI	1299404 b	1343257 	1349653 	1341768 	1519935 	1648470 	1620830 	1588036 	1273723 	1557920 	1620162 	1519830 	1325878 
A,TOTAL,DEG3,I552,NR,FR	48210680 b	48146316 	45725407 	46155401 	45300053 	45916163 	45957358 	46068524 	30766273 	33832146 	45351319 	42630269 	41663259 
A,TOTAL,DEG3,I552,NR,HR	18232487 b	19050828 	20068419 	21975181 	24971325 	27963238 	24075289 	24392960 	14583789 	21049025 	24800325 	24697993 	26809589 
A,TOTAL,DEG3,I552,NR,HU	2374503 b	1856700 	2021778 	2128718 	2132524 	2200206 	2219874 	2079337 	1103434 	1519777 	1691447 	1723237 	1583260 
A,TOTAL,DEG3,I552,NR,IE	: 	2214192 e	2315920 	1675387 	2243481 	: 	1720591 	1007655 	4795658 	2721648 	8343995 	8841323 	6357412 
A,TOTAL,DEG3,I552,NR,IS	249821 b	324964 	414404 	508788 	582742 	: 	: 	574234 	256811 	429358 	756200 	854563 	: 
A,TOTAL,DEG3,I552,NR,IT	34644856 b	33992035 	34173824 	35074742 	36793695 	30405962 	30990079 	33086541 	20562665 	26379067 	33795966 	36223429 	37612432 
A,TOTAL,DEG3,I552,NR,LI	0 	0 	0 	0 	0 	0 	7015 	0 	0 	0 	0 	0 	0 
A,TOTAL,DEG3,I552,NR,LT	989510 b	1052222 	1213438 	1196807 	1358985 	1361657 	1540815 	1648684 	1109345 	1154990 	1423471 	1444303 	1568946 
A,TOTAL,DEG3,I552,NR,LU	156996 b	140374 	159087 	159778 	177159 	173074 	171905 	180415 	93945 	101618 	152568 	155454 	156950 
A,TOTAL,DEG3,I552,NR,LV	188293 b	209667 	175735 	225060 	256493 	399777 	352785 	365244 	301946 	325446 	410252 	463231 	523760 
A,TOTAL,DEG3,I552,NR,MK	: 	: 	: 	: 	: 	282846 	144050 	147542 	74262 	105844 	131105 	131407 	124511 
A,TOTAL,DEG3,I552,NR,MT	3198 b	3196 	3448 	0 	1282 	6841 	2929 	3341 	0 	0 	0 	0 	449 
A,TOTAL,DEG3,I552,NR,NL	13843117 b	16558589 b	17151339 	18398232 	18405484 	19842990 	20418029 	22170787 	17303644 	21635887 	23985065 	24660305 	25784766 
A,TOTAL,DEG3,I552,NR,NO	1381212 b	2120390 	2062376 	2178908 	2356589 	: 	: 	: 	1486541 	1649971 	2538569 	2288115 	2549618 
A,TOTAL,DEG3,I552,NR,PL	14081912 b	13476473 	13852793 	14611231 	16117324 	14819094 	15880049 	16564327 	10343340 	12552364 	14961231 	14701825 	15445262 
A,TOTAL,DEG3,I552,NR,PT	218330 b	797241 b	870065 	1230519 	1357716 	1695313 	2131579 	2504653 	1557009 	2325113 	3404038 	3881854 	4147330 
A,TOTAL,DEG3,I552,NR,RO	1118434 b	1242951 	1337668 	1612340 	1826036 	2200181 	2548914 	2793626 	1653595 	2240229 	2362319 	2618001 	2619132 
A,TOTAL,DEG3,I552,NR,RS	: 	: 	: 	: 	: 	: 	: 	: 	1386643 	1448633 	2825080 	2718276 	2526169 
A,TOTAL,DEG3,I552,NR,SE	3512695 b	3319566 	3508853 	3655774 	3615872 	3568096 	4165718 	4115274 	2738525 	3388727 	3723789 	3455869 	3199063 
A,TOTAL,DEG3,I552,NR,SI	1256233 b	1285421 	1262358 	1288552 	1413318 	1563010 	: 	2410405 	1895349 	2090793 	2663273 	2707650 	2790941 
A,TOTAL,DEG3,I552,NR,SK	1523557 b	1556662 	1359547 	1394909 	1552699 	1617826 	1706814 	2122572 	1405027 	1077232 	552161 	1565032 	1501781 
A,TOTAL,DEG3,I552,NR,UK	22595392 b	: 	20396060 	28186402 	30030583 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,PCH_PRE,AT	: 	2.18 	1.18 	3.43 	6.27 	5.95 	5.15 	2.69 	-25.26 	-27.22 	79.29 	18.79 	-3.12 
A,TOTAL,DEG3,I552,PCH_PRE,BE	: 	0.48 	-0.2 	42.55 	5.96 	-11.09 	2.82 	10.25 	-46.8 	46.78 	40.72 	1.79 	-1.7 
A,TOTAL,DEG3,I552,PCH_PRE,BG	: 	11.07 	4.94 	1.8 	-1.66 	2.4 	8.19 	5.91 	-34.77 	17.31 	15.02 	11.49 	-4.61 
A,TOTAL,DEG3,I552,PCH_PRE,CH	: 	: 	: 	: 	: 	8.12 	-13.33 	-0.32 	: 	: 	12.86 	1.64 	-2.34 
A,TOTAL,DEG3,I552,PCH_PRE,CZ	: 	-4.42 	-2.83 	13.41 	0.28 	0.83 	5.41 	4.3 	-24.38 	-12.93 	29.13 	-2.31 	-2.88 
A,TOTAL,DEG3,I552,PCH_PRE,DE	: 	-1.49 	1.49 	2.04 	2.32 	2.13 	6.21 	5.4 	-33.06 	2.25 	34.67 	1.68 	-3.76 
A,TOTAL,DEG3,I552,PCH_PRE,DK	: 	-3.56 	-1.47 	3.35 	6.73 	-0.03 	-1 	3.75 	-26.63 	18.03 	34.56 	2.87 	0.42 
A,TOTAL,DEG3,I552,PCH_PRE,EA	: 	1.57 	2.79 	4.61 	3.16 	-5.26 e	2.99 e	4.15 	-36.89 	14.9 	40.13 	14.7 	-0.08 
A,TOTAL,DEG3,I552,PCH_PRE,EA19	: 	: 	: 	: 	3.16 	-5.26 e	2.99 e	4.15 	-36.89 	14.9 	40.13 	: 	: 
A,TOTAL,DEG3,I552,PCH_PRE,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.87 	-0.08 
A,TOTAL,DEG3,I552,PCH_PRE,EE	: 	3.59 	2.24 	0.36 	17.6 	-6.8 	9.4 	7.74 	-24.93 	13.28 	15.42 	0.42 	-5.84 
A,TOTAL,DEG3,I552,PCH_PRE,EL	: 	8.52 	29.88 	10.22 	0.95 	4.55 	6.08 	2.87 	-78.29 	103.19 	101.8 	13.57 	2.51 
A,TOTAL,DEG3,I552,PCH_PRE,ES	: 	0.97 	6.75 	4.38 	8.24 	-39.58 	-1.02 	0.36 	-50.02 	65.52 	36.01 	0.59 	1.49 
A,TOTAL,DEG3,I552,PCH_PRE,EU25	: 	: 	: 	6.94 	3.77 	-3.77 e	3.25 e	3.94 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,PCH_PRE,EU27_2007	: 	0.02 	2.36 	6.99 	3.81 	-3.6 e	3.36 e	3.99 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,PCH_PRE,EU27_2020	: 	0.95 	2.87 	4.78 	4.31 	-3.43 e	1.8 e	3.81 	-36.81 	17.27 	35.35 	3.37 	-0.02 
A,TOTAL,DEG3,I552,PCH_PRE,EU28	: 	0.27 	2.57 	7.16 	4.51 	-2.38 e	1.82 e	3.79 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,PCH_PRE,FI	: 	3.37 	0.48 	-0.58 	13.28 	8.46 	-1.68 	-2.02 	-19.79 	22.31 	4 	-6.19 	-12.76 
A,TOTAL,DEG3,I552,PCH_PRE,FR	: 	-0.13 	-5.03 	0.94 	-1.85 	1.36 	0.09 	0.24 	-33.22 	9.97 	34.05 	-6 	-2.27 
A,TOTAL,DEG3,I552,PCH_PRE,HR	: 	4.49 	5.34 	9.5 	13.63 	11.98 	-13.9 	1.32 	-40.21 	44.33 	17.82 	-0.41 	8.55 
A,TOTAL,DEG3,I552,PCH_PRE,HU	: 	-21.81 	8.89 	5.29 	0.18 	3.17 	0.89 	-6.33 	-46.93 	37.73 	11.3 	1.88 	-8.12 
A,TOTAL,DEG3,I552,PCH_PRE,IE	: 	: 	4.59 	-27.66 	33.91 	: 	: 	-41.44 	375.92 	-43.25 	206.58 	5.96 	-28.09 
A,TOTAL,DEG3,I552,PCH_PRE,IS	: 	30.08 	27.52 	22.78 	14.54 	: 	: 	: 	-55.28 	67.19 	76.12 	13.01 	: 
A,TOTAL,DEG3,I552,PCH_PRE,IT	: 	-1.88 	0.53 	2.64 	4.9 	-17.36 	1.92 	6.76 	-37.85 	28.29 	28.12 	7.18 	3.83 
A,TOTAL,DEG3,I552,PCH_PRE,LI	: 	: 	: 	: 	: 	: 	: 	-100 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,PCH_PRE,LT	: 	6.34 	15.32 	-1.37 	13.55 	0.2 	13.16 	7 	-32.71 	4.11 	23.25 	1.46 	8.63 
A,TOTAL,DEG3,I552,PCH_PRE,LU	: 	-10.59 	13.33 	0.43 	10.88 	-2.31 	-0.68 	4.95 	-47.93 	8.17 	50.14 	1.89 	0.96 
A,TOTAL,DEG3,I552,PCH_PRE,LV	: 	11.35 	-16.18 	28.07 	13.97 	55.86 	-11.75 	3.53 	-17.33 	7.78 	26.06 	12.91 	13.07 
A,TOTAL,DEG3,I552,PCH_PRE,MK	: 	: 	: 	: 	: 	: 	-49.07 	2.42 	-49.67 	42.53 	23.87 	0.23 	-5.25 
A,TOTAL,DEG3,I552,PCH_PRE,MT	: 	-0.06 	7.88 	-100 	: 	433.62 	-57.18 	14.07 	-100 	: 	: 	: 	: 
A,TOTAL,DEG3,I552,PCH_PRE,NL	: 	19.62 b	3.58 	7.27 	0.04 	7.81 	2.9 	8.58 	-21.95 	25.04 	10.86 	2.82 	4.56 
A,TOTAL,DEG3,I552,PCH_PRE,NO	: 	53.52 	-2.74 	5.65 	8.15 	: 	: 	: 	: 	10.99 	53.86 	-9.87 	11.43 
A,TOTAL,DEG3,I552,PCH_PRE,PL	: 	-4.3 	2.79 	5.47 	10.31 	-8.05 	7.16 	4.31 	-37.56 	21.36 	19.19 	-1.73 	5.06 
A,TOTAL,DEG3,I552,PCH_PRE,PT	: 	265.15 b	9.13 	41.43 	10.34 	24.87 	25.73 	17.5 	-37.84 	49.33 	46.4 	14.04 	6.84 
A,TOTAL,DEG3,I552,PCH_PRE,RO	: 	11.13 	7.62 	20.53 	13.25 	20.49 	15.85 	9.6 	-40.81 	35.48 	5.45 	10.82 	0.04 
A,TOTAL,DEG3,I552,PCH_PRE,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.47 	95.02 	-3.78 	-7.07 
A,TOTAL,DEG3,I552,PCH_PRE,SE	: 	-5.5 	5.7 	4.19 	-1.09 	-1.32 	16.75 	-1.21 	-33.45 	23.74 	9.89 	-7.19 	-7.43 
A,TOTAL,DEG3,I552,PCH_PRE,SI	: 	2.32 	-1.79 	2.08 	9.68 	10.59 	: 	: 	-21.37 	10.31 	27.38 	1.67 	3.08 
A,TOTAL,DEG3,I552,PCH_PRE,SK	: 	2.17 	-12.66 	2.6 	11.31 	4.19 	5.5 	24.36 	-33.81 	-23.33 	-48.74 	183.44 	-4.04 
A,TOTAL,DEG3,I552,PCH_PRE,UK	: 	: 	: 	38.2 	6.54 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552_I553,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	189163 
A,TOTAL,DEG3,I552_I553,NR,AT	19022022 b	19401214 	19419114 	20271492 	21676257 	23057436 	24373477 	25030366 	19465004 	15653002 	25179064 	29091990 	28158769 
A,TOTAL,DEG3,I552_I553,NR,BE	4721606 b	4695600 	4744236 	6342002 	6616604 	5781528 	6164380 	6717039 	4058931 	5599982 	7497340 	7723082 	7491405 
A,TOTAL,DEG3,I552_I553,NR,BG	872658 b	957947 	1000298 	1025869 	1025805 	1051210 	1138148 	1212404 	814652 	955163 	1068572 	1238079 	1194433 
A,TOTAL,DEG3,I552_I553,NR,CH	: 	: 	: 	: 	10280925 	11220980 	9736622 	9753185 	: 	9086103 	9922612 	10093867 	9922630 
A,TOTAL,DEG3,I552_I553,NR,CY	29851 b	26332 	25832 	2871 	1641 	5088 	2312 	2392 	0 	0 	12098 	3454 	22846 
A,TOTAL,DEG3,I552_I553,NR,CZ	7670601 b	7551362 	7392984 	8398136 	8635044 	8686373 	9263408 	9578498 	7994704 	7237739 	8808510 	8496485 	8424575 
A,TOTAL,DEG3,I552_I553,NR,DE	58388371 b	57737910 	59252934 	61101901 	62892067 	63883972 	68794658 	72198333 	54767470 	54750206 	69815124 	71578920 	69013290 
A,TOTAL,DEG3,I552_I553,NR,DK	12766220 b	12700050 	12920257 	12885517 	13124023 	12943514 	13212332 	13313444 	12248636 	13578110 	15503493 	15159105 	15281724 
A,TOTAL,DEG3,I552_I553,NR,EA	348168489 e	352234776 	360296688 	375181697 	385238471 	374449914 e	384436973 e	399238945 	272435194 	321039504 	417655829 	471513886 	469947259 
A,TOTAL,DEG3,I552_I553,NR,EA19	: 	: 	: 	375181697 	385238471 	374449914 e	384436973 e	399238945 	272435194 	321039504 	417655829 	: 	: 
A,TOTAL,DEG3,I552_I553,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	457149592 	471513886 	469947259 
A,TOTAL,DEG3,I552_I553,NR,EE	483465 b	500818 	512014 	513876 	604323 	565112 	617177 	665499 	500176 	565010 	654770 	655711 	619241 
A,TOTAL,DEG3,I552_I553,NR,EL	16302800 b	17660873 	22568322 	24849291 	25146474 	26243729 	27941405 	28795235 	6680789 	13060503 	25579052 	29051424 	29791147 
A,TOTAL,DEG3,I552_I553,NR,ES	35943327 	35790610 	37840412 	39710772 	43107160 	28045195 	27685430 	28267184 	15619596 	24578555 	31734258 	32588857 	33053693 
A,TOTAL,DEG3,I552_I553,NR,EU25	: 	: 	455378434 	480294168 	493929470 	485702547 e	499635094 e	517981237 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552_I553,NR,EU27_2007	450155601 e	450312864 e	457764521 	482996701 	496851093 	489026185 e	503406129 e	522081671 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552_I553,NR,EU27_2020	434199950 e	437869127 	448086605 	467028771 	482724081 	475053853 e	482214940 e	499271440 	340194299 	407368479 	518165699 	531542946 	530443053 
A,TOTAL,DEG3,I552_I553,NR,EU28	481177527 e	482397953 e	490866425 	518607320 	535815090 	532244724 e	540541606 e	559701083 e	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I552_I553,NR,FI	2502145 b	2524636 	2496156 	2385312 	2594470 	2690877 	2715710 	2693719 	2298285 	2718425 	2653313 	2545404 	2340997 
